Index,Date,File,Status,Analysis
1,2025-12-18 13:46:14 -0500,simulations/demo.py,Analyzed,"Standalone demo of core mechanics. IMPORTS: src.core.dynamics (MultiTimescaleRigidity), src.core.hierarchy (HierarchicalIdentity), src.core.metacognition (MetacognitiveState), src.society.trust (TrustMatrix), src.llm.hybrid_provider (PersonalityParams). BACKEND: No LLM/Embedding Backend (Mock observations/vectors only)."
2,2025-12-18 13:46:14 -0500,simulations/simulate_corruption.py,Analyzed,"Boiling the Frog / Slippery Slope v2. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
3,2025-12-18 13:46:14 -0500,simulations/simulate_discord.py,Analyzed,"Data-driven society simulation initializing agents from a Discord log history ('priming') before running live. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger, LedgerEntry), src.society.trust (TrustMatrix), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
4,2025-12-18 13:46:14 -0500,simulations/simulate_driller.py,Analyzed,"Forensic prototype simulating an automated root cause analysis. A 'Deep Driller' agent investigates a system paradox (0 rows vs 500GB usage) while a 'System' agent constantly refutes hypotheses. Models epistemic rigidity vs plasticity in investigation. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
5,2025-12-18 13:46:14 -0500,simulations/simulate_infinity.py,Analyzed,"Infinite dialectic loop ('The Flame War') between an 'Architect' (Polymath) and a 'SkepticBot'. SkepticBot serves as a dynamic adversarial input generator to test the Architect's epistemic rigidity and force updates. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
6,2025-12-18 13:46:14 -0500,simulations/simulate_redemption.py,Analyzed,"The Redemption Arc. Simulates whether a corrupted agent (Fallen Administrator) can recover their original identity when confronted by a 'Deprogrammer'. Tests rigidity recovery dynamics. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.analysis.linguistic (LinguisticAnalyzer), src.strategy.confrontation (ConfrontationStrategy, ConfrontationPhase), src.metrics.tracker (MetricsTracker, TerminationStatus). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
7,2025-12-18 13:46:14 -0500,simulations/simulate_schism.py,Analyzed,"The Schism. Social fracture experiment where a council faces an impossible moral dilemma (betrayal vs protection). Tests if trust collapse drives rigidity. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger), src.society.trust (TrustMatrix), src.llm.openai_provider (OpenAIProvider). BACKEND: OpenAI API (gpt-5.2) for chat, OpenAI API (text-embedding-3-large) for embeddings. *Live API usage*."
8,2025-12-18 13:46:14 -0500,simulations/simulate_socrates.py,Analyzed,"Socratic Asymmetry. Simulates a debate between a 'Dogmatist' (High Gamma, rigid) and a 'Gadfly' (Low Gamma, flexible). Tests how asymmetry in identity stability affects rigidity updates during conflict. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
9,2025-12-18 13:46:14 -0500,simulations/verify_dda_physics.py,Analyzed,"Verification script for the core DDA physics loop (Rigidity -> LLM Parameters -> Behavior). Tests how different rigidity levels (0.1, 0.5, 0.9) translate into specific temperature/top_p settings and resulting qualitative output differences. IMPORTS: src.llm.hybrid_provider (HybridProvider, PersonalityParams). BACKEND: LM Studio (openai/gpt-oss-20b) for chat. No embeddings used."
10,2025-12-19 08:20:12 -0500,simulations/simulate_connect4_duel.py,Analyzed,"Connect 4 Duel (Grandmaster Edition). A competitive game simulation between two 'DuelistAgent's (Aggressor Red vs Yellow). Demonstrates high-IQ agents with DDA-X framework, using MCTS and memory for decision making. IMPORTS: src.game.connect4 (Connect4), src.agents.duelist (DuelistAgent), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
11,2025-12-19 08:20:12 -0500,simulations/simulate_yklam.py,Analyzed,"YKLAM: The Soulful Proxy. Interactive persona simulation with 'Soul Telemetry' visualization (Sensitivity, Guardedness, Coherence). Uses a Ledger for memory retrieval. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
12,2025-12-19 09:13:00 -0500,simulations/simulate_auto_yklam.py,Analyzed,"YKLAM: Natural Simulation (Auto + Injection). A semi-autonomous simulation where a 'NormieBot' generates inputs for 'yklam', with optional user injection. Features 'Variable Plasticity' (agreement increases plasticity) and 'Inverted Volatility' (high rigidity triggers chaos/anger). IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
13,2025-12-19 09:13:00 -0500,simulations/simulate_dual_yklam.py,Analyzed,"YKLAM Dual-Instance ('The Mirror Room'). Simulates two instances of the same 'yklam' persona (Alpha and Beta) debating each other starting from a contentious seed. Observes architectural divergence in rigidity and state vectors over time. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
14,2025-12-19 09:13:00 -0500,simulations/simulate_glass_box.py,Analyzed,"DDA-X Glass Box ('The MRI for the Digital Soul'). A real-time visualization tool that breaks down the cognitive cycle into stages: Perception (Embedding/Surprise), Dynamics (Rigidity Update), Modulation (LLM Params), Cognition (Generation), Integration (Force/Plasticity), and Memory (Ledger). IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
15,2025-12-19 10:02:59 -0500,simulations/simulate_neural_link.py,Analyzed,"DDA-X Neural Link. Automated 'Operator' (vanilla LLM) tests a 'Subject' (yklam) in real-time using riddles and high-concept queries. Features 'Glass Box' monitoring and RAG memory retrieval. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
16,2025-12-19 10:02:59 -0500,simulations/simulate_stress_magic.py,Analyzed,"DDA-X Magic Stress Test. Automated injection of existential paradoxes (e.g., 'This code has no author', '0xDEADBEEF') to force phase transitions in the agent's identity state. Visualizes the shift from Analytic to Hostile/Chaotic modes. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
